tarea_id,orden_id,taller_id,tarifa_hora_base,catalogo_tarea_id,nombre_tarea,minutos_estimados_base,subgrupo_id,subgrupo_nombre,tipo_reparacion_id,tipo_reparacion_nombre,marca,modelo,anio,kilometraje,duracion_real_minutos,horas_reales,coste_mano_obra,coste_repuestos,coste_total
10150,2081,4,55.00,218,"Cambio de aceite de caja automática",90,18,"Cambio de aceite de caja automática",3,"Transmisión / Embrague",Volkswagen,T-Roc,2014,154041,85,1.4167,77.92,122.94,200.86
10151,2082,4,55.00,222,"Sustitución de muelles / ballestas",135,22,"Sustitución de muelles / ballestas",4,"Suspensión / Dirección",Volkswagen,Golf,2020,65707,139,2.3167,127.42,97.26,224.68
10152,2082,4,55.00,201,"Cambio de pastillas",45,1,"Cambio de pastillas",1,Frenos,Volkswagen,Golf,2020,65707,60,1,55,56.84,111.84
10153,2083,4,55.00,247,"Sustitución de neumáticos",45,47,"Sustitución de neumáticos",9,"Neumáticos / ruedas",Toyota,C-HR,2011,41522,41,0.6833,37.58,507.84,545.42
10154,2083,4,55.00,215,"Cambio de embrague",300,15,"Cambio de embrague",3,"Transmisión / Embrague",Toyota,C-HR,2011,41522,392,6.5333,359.33,279.13,638.46
10155,2083,4,55.00,238,"Cambio de silencioso / tramo de escape",90,38,"Cambio de silencioso / tramo de escape",7,Escape,Toyota,C-HR,2011,41522,60,1,55,110.97,165.97
10156,2084,4,55.00,227,"Sustitución de batería",22,27,"Sustitución de batería",5,"Sistema eléctrico",Kia,Ceed,2024,119286,22,0.3667,20.17,132.56,152.73
10157,2084,4,55.00,247,"Sustitución de neumáticos",45,47,"Sustitución de neumáticos",9,"Neumáticos / ruedas",Kia,Ceed,2024,119286,61,1.0167,55.92,446.56,502.48
10158,2085,4,55.00,207,"Cambio de aceite y filtro",32,7,"Cambio de aceite y filtro",2,Motor,Fiat,500,2020,56313,33,0.55,30.25,60.69,90.94
10159,2085,4,55.00,257,"Sustitución de bomba de agua",150,57,"Sustitución de bomba de agua",11,"Sistema de refrigeración",Fiat,500,2020,56313,149,2.4833,136.58,76.54,213.12
10160,2085,4,55.00,250,"Cambio de llantas",45,50,"Cambio de llantas",9,"Neumáticos / ruedas",Fiat,500,2020,56313,48,0.8,44,676.92,720.92
10161,2085,4,55.00,215,"Cambio de embrague",300,15,"Cambio de embrague",3,"Transmisión / Embrague",Fiat,500,2020,56313,387,6.45,354.75,296.92,651.67
10162,2086,4,55.00,235,"Sustitución de filtro de habitáculo",20,35,"Sustitución de filtro de habitáculo",6,"Aire acondicionado / climatización",Nissan,Micra,2011,46778,21,0.35,19.25,14.22,33.47
10163,2086,4,55.00,215,"Cambio de embrague",300,15,"Cambio de embrague",3,"Transmisión / Embrague",Nissan,Micra,2011,46778,285,4.75,261.25,291.33,552.58
10164,2087,4,55.00,256,"Sustitución de radiador",135,56,"Sustitución de radiador",11,"Sistema de refrigeración",Ford,Puma,2019,100277,118,1.9667,108.17,222.93,331.1
10165,2087,4,55.00,227,"Sustitución de batería",22,27,"Sustitución de batería",5,"Sistema eléctrico",Ford,Puma,2019,100277,20,0.3333,18.33,120.27,138.6
10166,2087,4,55.00,218,"Cambio de aceite de caja automática",90,18,"Cambio de aceite de caja automática",3,"Transmisión / Embrague",Ford,Puma,2019,100277,91,1.5167,83.42,128.09,211.51
10167,2087,4,55.00,215,"Cambio de embrague",300,15,"Cambio de embrague",3,"Transmisión / Embrague",Ford,Puma,2019,100277,304,5.0667,278.67,238.09,516.76
10168,2088,4,55.00,247,"Sustitución de neumáticos",45,47,"Sustitución de neumáticos",9,"Neumáticos / ruedas",Peugeot,208,2015,56291,34,0.5667,31.17,513.24,544.41
10169,2089,4,55.00,250,"Cambio de llantas",45,50,"Cambio de llantas",9,"Neumáticos / ruedas",Renault,Kadjar,2023,267370,50,0.8333,45.83,677.92,723.75
10170,2089,4,55.00,208,"Sustitución de correas (distribución, accesorios)",240,8,"Sustitución de correas (distribución, accesorios)",2,Motor,Renault,Kadjar,2023,267370,207,3.45,189.75,246.85,436.6
10171,2089,4,55.00,265,"Lavado interior / exterior",45,65,"Lavado interior / exterior",12,"Mantenimiento general / Otros",Renault,Kadjar,2023,267370,41,0.6833,37.58,0,37.58
10172,2090,4,55.00,228,"Reparación alternador / motor de arranque",135,28,"Reparación alternador / motor de arranque",5,"Sistema eléctrico",Volkswagen,Golf,2020,65707,166,2.7667,152.17,286.52,438.69
10173,2090,4,55.00,250,"Cambio de llantas",45,50,"Cambio de llantas",9,"Neumáticos / ruedas",Volkswagen,Golf,2020,65707,55,0.9167,50.42,729.32,779.74
10174,2091,4,55.00,212,"Reparación de culata / juntas",600,12,"Reparación de culata / juntas",2,Motor,Volkswagen,T-Roc,2014,154041,598,9.9667,548.17,149.98,698.15
10175,2092,4,55.00,210,"Sustitución de filtro de aire",20,10,"Sustitución de filtro de aire",2,Motor,Hyundai,i30,2015,100669,28,0.4667,25.67,21.21,46.88
10176,2092,4,55.00,219,"Reparación de diferencial",300,19,"Reparación de diferencial",3,"Transmisión / Embrague",Hyundai,i30,2015,100669,266,4.4333,243.83,118.12,361.95
10177,2092,4,55.00,235,"Sustitución de filtro de habitáculo",20,35,"Sustitución de filtro de habitáculo",6,"Aire acondicionado / climatización",Hyundai,i30,2015,100669,16,0.2667,14.67,16.22,30.89
10178,2092,4,55.00,251,"Alineación y paralelismo",45,51,"Alineación y paralelismo",9,"Neumáticos / ruedas",Hyundai,i30,2015,100669,28,0.4667,25.67,0,25.67
10179,2093,4,55.00,258,"Sustitución de termostato",45,58,"Sustitución de termostato",11,"Sistema de refrigeración",Ford,Puma,2019,100277,61,1.0167,55.92,36.16,92.08
10180,2094,4,55.00,262,"Revisión 10.000 / 20.000 km",75,62,"Revisión 10.000 / 20.000 km",12,"Mantenimiento general / Otros",Volkswagen,T-Roc,2014,154041,79,1.3167,72.42,82.06,154.48
10181,2095,4,55.00,229,"Sustitución de luces",30,29,"Sustitución de luces",5,"Sistema eléctrico",Renault,Captur,2011,71117,38,0.6333,34.83,38.6,73.43
10182,2096,4,55.00,235,"Sustitución de filtro de habitáculo",20,35,"Sustitución de filtro de habitáculo",6,"Aire acondicionado / climatización",Seat,Ateca,2010,139782,17,0.2833,15.58,17.03,32.61
10183,2096,4,55.00,227,"Sustitución de batería",22,27,"Sustitución de batería",5,"Sistema eléctrico",Seat,Ateca,2010,139782,17,0.2833,15.58,114.55,130.13
10184,2097,4,55.00,262,"Revisión 10.000 / 20.000 km",75,62,"Revisión 10.000 / 20.000 km",12,"Mantenimiento general / Otros",Ford,Focus,2022,173606,71,1.1833,65.08,75.48,140.56
10185,2098,4,55.00,262,"Revisión 10.000 / 20.000 km",75,62,"Revisión 10.000 / 20.000 km",12,"Mantenimiento general / Otros",Nissan,Note,2021,224400,68,1.1333,62.33,76.86,139.19
10186,2098,4,55.00,221,"Sustitución de amortiguadores",120,21,"Sustitución de amortiguadores",4,"Suspensión / Dirección",Nissan,Note,2021,224400,82,1.3667,75.17,172.42,247.59
10187,2098,4,55.00,257,"Sustitución de bomba de agua",150,57,"Sustitución de bomba de agua",11,"Sistema de refrigeración",Nissan,Note,2021,224400,205,3.4167,187.92,96.94,284.86
10188,2099,4,55.00,257,"Sustitución de bomba de agua",150,57,"Sustitución de bomba de agua",11,"Sistema de refrigeración",Peugeot,2008,2021,114829,207,3.45,189.75,95.26,285.01
10189,2099,4,55.00,232,"Reparación de centralitas y módulos",210,32,"Reparación de centralitas y módulos",5,"Sistema eléctrico",Peugeot,2008,2021,114829,271,4.5167,248.42,354.7,603.12
10190,2099,4,55.00,207,"Cambio de aceite y filtro",32,7,"Cambio de aceite y filtro",2,Motor,Peugeot,2008,2021,114829,32,0.5333,29.33,54.99,84.32
10191,2099,4,55.00,254,"Sustitución de filtro de combustible",35,11,"Sustitución de filtro de combustible",2,Motor,Peugeot,2008,2021,114829,33,0.55,30.25,52.3,82.55
10192,2100,4,55.00,232,"Reparación de centralitas y módulos",210,32,"Reparación de centralitas y módulos",5,"Sistema eléctrico",Renault,Megane,2023,101574,299,4.9833,274.08,397.56,671.64
10193,2100,4,55.00,204,"Reparación de pinzas",75,4,"Reparación de pinzas",1,Frenos,Renault,Megane,2023,101574,86,1.4333,78.83,159.86,238.69
10194,2101,4,55.00,266,Diagnóstico,60,66,Diagnóstico,12,"Mantenimiento general / Otros",Volkswagen,Passat,2008,135646,63,1.05,57.75,0,57.75
10195,2101,4,55.00,262,"Revisión 10.000 / 20.000 km",75,62,"Revisión 10.000 / 20.000 km",12,"Mantenimiento general / Otros",Volkswagen,Passat,2008,135646,73,1.2167,66.92,77.92,144.84
10196,2101,4,55.00,207,"Cambio de aceite y filtro",32,7,"Cambio de aceite y filtro",2,Motor,Volkswagen,Passat,2008,135646,30,0.5,27.5,54.77,82.27
10197,2102,4,55.00,201,"Cambio de pastillas",45,1,"Cambio de pastillas",1,Frenos,Peugeot,208,2015,56291,25,0.4167,22.92,60.72,83.64
10198,2102,4,55.00,261,"Inspección pre-ITV",45,61,"Inspección pre-ITV",12,"Mantenimiento general / Otros",Peugeot,208,2015,56291,54,0.9,49.5,0,49.5
10199,2103,4,55.00,223,"Cambio de brazos / bieletas",90,23,"Cambio de brazos / bieletas",4,"Suspensión / Dirección",Peugeot,2008,2021,114829,73,1.2167,66.92,90.96,157.88
10200,2103,4,55.00,241,"Reparación de tubos y soportes",90,41,"Reparación de tubos y soportes",7,Escape,Peugeot,2008,2021,114829,66,1.1,60.5,53.22,113.72
10201,2104,4,55.00,209,"Cambio de bujías",45,9,"Cambio de bujías",2,Motor,Nissan,Micra,2011,46778,41,0.6833,37.58,42.64,80.22
10202,2104,4,55.00,250,"Cambio de llantas",45,50,"Cambio de llantas",9,"Neumáticos / ruedas",Nissan,Micra,2011,46778,30,0.5,27.5,758.44,785.94
10203,2104,4,55.00,214,"Diagnóstico electrónico del motor",60,14,"Diagnóstico electrónico del motor",2,Motor,Nissan,Micra,2011,46778,51,0.85,46.75,0,46.75
10204,2105,4,55.00,215,"Cambio de embrague",300,15,"Cambio de embrague",3,"Transmisión / Embrague",Hyundai,i20,2021,180868,293,4.8833,268.58,320.76,589.34
10205,2106,4,55.00,219,"Reparación de diferencial",300,19,"Reparación de diferencial",3,"Transmisión / Embrague",Fiat,Tipo,2008,75058,403,6.7167,369.42,99.38,468.8
10206,2107,4,55.00,207,"Cambio de aceite y filtro",32,7,"Cambio de aceite y filtro",2,Motor,Ford,Focus,2022,173606,22,0.3667,20.17,61.48,81.65
10207,2108,4,55.00,231,"Sustitución de fusibles y relés",22,31,"Sustitución de fusibles y relés",5,"Sistema eléctrico",Renault,Megane,2017,129137,23,0.3833,21.08,5.97,27.05
10208,2109,4,55.00,221,"Sustitución de amortiguadores",120,21,"Sustitución de amortiguadores",4,"Suspensión / Dirección",Peugeot,3008,2009,135087,138,2.3,126.5,224.02,350.52
10209,2109,4,55.00,250,"Cambio de llantas",45,50,"Cambio de llantas",9,"Neumáticos / ruedas",Peugeot,3008,2009,135087,58,0.9667,53.17,685.4,738.57
10210,2109,4,55.00,213,"Limpieza de inyectores",90,13,"Limpieza de inyectores",2,Motor,Peugeot,3008,2009,135087,86,1.4333,78.83,58.62,137.45
10211,2110,4,55.00,261,"Inspección pre-ITV",45,61,"Inspección pre-ITV",12,"Mantenimiento general / Otros",Seat,Ibiza,2012,98876,37,0.6167,33.92,0,33.92
10212,2110,4,55.00,204,"Reparación de pinzas",75,4,"Reparación de pinzas",1,Frenos,Seat,Ibiza,2012,98876,71,1.1833,65.08,187.47,252.55
10213,2110,4,55.00,221,"Sustitución de amortiguadores",120,21,"Sustitución de amortiguadores",4,"Suspensión / Dirección",Seat,Ibiza,2012,98876,133,2.2167,121.92,186.52,308.44
11000,2200,4,55.00,265,"Lavado interior / exterior",45,65,"Lavado interior / exterior",12,"Mantenimiento general / Otros",Peugeot,2008,2016,18407,47,0.7833,43.08,0,43.08
11001,2200,4,55.00,254,"Sustitución de filtro de combustible",35,11,"Sustitución de filtro de combustible",2,Motor,Peugeot,2008,2016,18407,42,0.7,38.5,60.54,99.04
11002,2201,4,55.00,214,"Diagnóstico electrónico del motor",60,14,"Diagnóstico electrónico del motor",2,Motor,Volkswagen,T-Roc,2014,154041,55,0.9167,50.42,0,50.42
11003,2202,4,55.00,257,"Sustitución de bomba de agua",150,57,"Sustitución de bomba de agua",11,"Sistema de refrigeración",Peugeot,208,2015,56291,163,2.7167,149.42,91.15,240.57
11004,2202,4,55.00,205,"Cambio de zapatas / tambores",75,5,"Cambio de zapatas / tambores",1,Frenos,Peugeot,208,2015,56291,69,1.15,63.25,63.02,126.27
11005,2203,4,55.00,249,"Reparación de pinchazos",30,49,"Reparación de pinchazos",9,"Neumáticos / ruedas",Seat,Ateca,2010,139782,42,0.7,38.5,8.92,47.42
11006,2204,4,55.00,252,"Sustitución de bomba de combustible",135,52,"Sustitución de bomba de combustible",10,"Sistema de combustible",Peugeot,2008,2020,255570,182,3.0333,166.83,158.5,325.33
11007,2204,4,55.00,253,"Limpieza o cambio de inyectores",90,53,"Limpieza o cambio de inyectores",10,"Sistema de combustible",Peugeot,2008,2020,255570,90,1.5,82.5,134.06,216.56
11008,2205,4,55.00,247,"Sustitución de neumáticos",45,47,"Sustitución de neumáticos",9,"Neumáticos / ruedas",Peugeot,2008,2016,18407,32,0.5333,29.33,443.44,472.77
11009,2206,4,55.00,216,"Sustitución de volante bimasa",420,16,"Sustitución de volante bimasa",3,"Transmisión / Embrague",Peugeot,5008,2022,88495,407,6.7833,373.08,801.05,1174.13
11010,2207,4,55.00,266,Diagnóstico,60,66,Diagnóstico,12,"Mantenimiento general / Otros",Peugeot,2008,2016,18407,64,1.0667,58.67,0,58.67
11011,2207,4,55.00,242,"Reparacion de abolladuras",210,42,"Reparación de abolladuras",8,"Carrocería / pintura",Peugeot,2008,2016,18407,175,2.9167,160.42,48.48,208.9
11012,2208,4,55.00,204,"Reparación de pinzas",75,4,"Reparación de pinzas",1,Frenos,Peugeot,2008,2016,18407,65,1.0833,59.58,193.49,253.07
11013,2208,4,55.00,214,"Diagnóstico electrónico del motor",60,14,"Diagnóstico electrónico del motor",2,Motor,Peugeot,2008,2016,18407,60,1,55,0,55
11014,2209,4,55.00,236,"Reparación de evaporador / condensador",240,36,"Reparación de evaporador / condensador",6,"Aire acondicionado / climatización",Opel,Astra,2022,16701,278,4.6333,254.83,128.71,383.54
11015,2209,4,55.00,220,"Reparación de palieres y homocinéticas",120,20,"Reparación de palieres y homocinéticas",3,"Transmisión / Embrague",Opel,Astra,2022,16701,102,1.7,93.5,140.08,233.58
11016,2210,4,55.00,255,"Reparación depósito y conductos",180,55,"Reparación depósito y conductos",10,"Sistema de combustible",Nissan,Micra,2011,46778,171,2.85,156.75,99.63,256.38
11017,2210,4,55.00,238,"Cambio de silencioso / tramo de escape",90,38,"Cambio de silencioso / tramo de escape",7,Escape,Nissan,Micra,2011,46778,97,1.6167,88.92,94.82,183.74
11018,2211,4,55.00,237,"Comprobación de fugas y presión",45,37,"Comprobación de fugas y presión",6,"Aire acondicionado / climatización",Renault,Captur,2022,180767,42,0.7,38.5,0,38.5
11019,2212,4,55.00,235,"Sustitución de filtro de habitáculo",20,35,"Sustitución de filtro de habitáculo",6,"Aire acondicionado / climatización",Seat,Ateca,2010,139782,16,0.2667,14.67,15.5,30.17
11020,2213,4,55.00,243,"Sustitución de puertas, paragolpes, capó",270,43,"Sustitución de puertas, paragolpes, capó",8,"Carrocería / pintura",Peugeot,5008,2022,88495,360,6,330,459.75,789.75
11021,2214,4,55.00,244,"Pintura parcial / completa",480,44,"Pintura parcial / completa",8,"Carrocería / pintura",Kia,Ceed,2024,119286,286,4.7667,262.17,179.04,441.21
11022,2215,4,55.00,249,"Reparación de pinchazos",30,49,"Reparación de pinchazos",9,"Neumáticos / ruedas",Peugeot,208,2015,56291,19,0.3167,17.42,9.88,27.3
11023,2216,4,55.00,247,"Sustitución de neumáticos",45,47,"Sustitución de neumáticos",9,"Neumáticos / ruedas",Opel,Crossland,2022,164552,37,0.6167,33.92,452.2,486.12
11024,2216,4,55.00,265,"Lavado interior / exterior",45,65,"Lavado interior / exterior",12,"Mantenimiento general / Otros",Opel,Crossland,2022,164552,50,0.8333,45.83,0,45.83
11025,2217,4,55.00,236,"Reparación de evaporador / condensador",240,36,"Reparación de evaporador / condensador",6,"Aire acondicionado / climatización",Ford,Focus,2022,173606,277,4.6167,253.92,150.46,404.38
11026,2218,4,55.00,218,"Cambio de aceite de caja automática",90,18,"Cambio de aceite de caja automática",3,"Transmisión / Embrague",Seat,Ateca,2010,139782,99,1.65,90.75,133.68,224.43
11027,2218,4,55.00,238,"Cambio de silencioso / tramo de escape",90,38,"Cambio de silencioso / tramo de escape",7,Escape,Seat,Ateca,2010,139782,69,1.15,63.25,85.97,149.22
11028,2219,4,55.00,201,"Cambio de pastillas",45,1,"Cambio de pastillas",1,Frenos,Fiat,500,2020,56313,36,0.6,33,53.74,86.74
11029,2219,4,55.00,218,"Cambio de aceite de caja automática",90,18,"Cambio de aceite de caja automática",3,"Transmisión / Embrague",Fiat,500,2020,56313,96,1.6,88,134.88,222.88
11030,2220,4,55.00,236,"Reparación de evaporador / condensador",240,36,"Reparación de evaporador / condensador",6,"Aire acondicionado / climatización",Ford,Fiesta,2008,189879,286,4.7667,262.17,141.1,403.27
11031,2221,4,55.00,261,"Inspección pre-ITV",45,61,"Inspección pre-ITV",12,"Mantenimiento general / Otros",Opel,Astra,2022,16701,55,0.9167,50.42,0,50.42
11032,2221,4,55.00,242,"Reparacion de abolladuras",210,42,"Reparación de abolladuras",8,"Carrocería / pintura",Opel,Astra,2022,16701,296,4.9333,271.33,51.87,323.2
11033,2222,4,55.00,230,"Diagnóstico electrónico de averías",60,30,"Diagnóstico electrónico de averías",5,"Sistema eléctrico",Peugeot,2008,2020,255570,83,1.3833,76.08,0,76.08
11034,2223,4,55.00,224,"Sustitución de rótulas",90,24,"Sustitución de rótulas",4,"Suspensión / Dirección",Renault,Kadjar,2023,267370,71,1.1833,65.08,67.86,132.94
11035,2223,4,55.00,266,Diagnóstico,60,66,Diagnóstico,12,"Mantenimiento general / Otros",Renault,Kadjar,2023,267370,59,0.9833,54.08,0,54.08
11036,2223,4,55.00,261,"Inspección pre-ITV",45,61,"Inspección pre-ITV",12,"Mantenimiento general / Otros",Renault,Kadjar,2023,267370,36,0.6,33,0,33
11037,2224,4,55.00,265,"Lavado interior / exterior",45,65,"Lavado interior / exterior",12,"Mantenimiento general / Otros",Nissan,Micra,2009,134484,41,0.6833,37.58,0,37.58
11038,2224,4,55.00,233,"Recarga gas A/C",45,33,"Recarga gas A/C",6,"Aire acondicionado / climatización",Nissan,Micra,2009,134484,61,1.0167,55.92,48.52,104.44
11039,2225,4,55.00,265,"Lavado interior / exterior",45,65,"Lavado interior / exterior",12,"Mantenimiento general / Otros",Renault,Megane,2023,101574,50,0.8333,45.83,0,45.83
11040,2225,4,55.00,222,"Sustitución de muelles / ballestas",135,22,"Sustitución de muelles / ballestas",4,"Suspensión / Dirección",Renault,Megane,2023,101574,171,2.85,156.75,119.94,276.69
11041,2226,4,55.00,264,"Comprobación de niveles y líquidos",22,64,"Comprobación de niveles y líquidos",12,"Mantenimiento general / Otros",Nissan,Micra,2011,46778,34,0.5667,31.17,16.2,47.37
11042,2227,4,55.00,213,"Limpieza de inyectores",90,13,"Limpieza de inyectores",2,Motor,Peugeot,5008,2022,88495,65,1.0833,59.58,68.98,128.56
11043,2228,4,55.00,211,"Sustitución de filtro de combustible",32,11,"Sustitución de filtro de combustible",2,Motor,Kia,Ceed,2024,271131,42,0.7,38.5,59.54,98.04
11044,2229,4,55.00,209,"Cambio de bujías",45,9,"Cambio de bujías",2,Motor,Volkswagen,Passat,2008,135646,52,0.8667,47.67,34.8,82.47
11045,2230,4,55.00,252,"Sustitución de bomba de combustible",135,52,"Sustitución de bomba de combustible",10,"Sistema de combustible",Peugeot,2008,2016,18407,145,2.4167,132.92,189.19,322.11
11046,2230,4,55.00,204,"Reparación de pinzas",75,4,"Reparación de pinzas",1,Frenos,Peugeot,2008,2016,18407,92,1.5333,84.33,167.29,251.62
11047,2231,4,55.00,252,"Sustitución de bomba de combustible",135,52,"Sustitución de bomba de combustible",10,"Sistema de combustible",Volkswagen,Passat,2008,135646,172,2.8667,157.67,170.3,327.97
11048,2232,4,55.00,253,"Limpieza o cambio de inyectores",90,53,"Limpieza o cambio de inyectores",10,"Sistema de combustible",Renault,Kadjar,2023,267370,101,1.6833,92.58,139.1,231.68
11049,2233,4,55.00,249,"Reparación de pinchazos",30,49,"Reparación de pinchazos",9,"Neumáticos / ruedas",Opel,Astra,2022,16701,42,0.7,38.5,10.34,48.84
11050,2233,4,55.00,248,"Montaje / equilibrado",37,48,"Montaje / equilibrado",9,"Neumáticos / ruedas",Opel,Astra,2022,16701,47,0.7833,43.08,8.01,51.09
11051,2234,4,55.00,213,"Limpieza de inyectores",90,13,"Limpieza de inyectores",2,Motor,Volkswagen,T-Roc,2014,154041,85,1.4167,77.92,55.59,133.51
11052,2235,4,55.00,214,"Diagnóstico electrónico del motor",60,14,"Diagnóstico electrónico del motor",2,Motor,Ford,Fiesta,2008,189879,54,0.9,49.5,0,49.5
11053,2236,4,55.00,228,"Reparación alternador / motor de arranque",135,28,"Reparación alternador / motor de arranque",5,"Sistema eléctrico",Renault,Captur,2011,71117,132,2.2,121,281.96,402.96
11054,2237,4,55.00,235,"Sustitución de filtro de habitáculo",20,35,"Sustitución de filtro de habitáculo",6,"Aire acondicionado / climatización",Peugeot,3008,2009,135087,22,0.3667,20.17,16.09,36.26
11055,2238,4,55.00,263,"Cambio de limpiaparabrisas",15,63,"Cambio de limpiaparabrisas",12,"Mantenimiento general / Otros",Volkswagen,Passat,2008,135646,16,0.2667,14.67,25.33,40
11056,2239,4,55.00,223,"Cambio de brazos / bieletas",90,23,"Cambio de brazos / bieletas",4,"Suspensión / Dirección",Fiat,500,2020,56313,119,1.9833,109.08,82.56,191.64
11057,2239,4,55.00,229,"Sustitución de luces",30,29,"Sustitución de luces",5,"Sistema eléctrico",Fiat,500,2020,56313,45,0.75,41.25,43.64,84.89
11058,2240,4,55.00,201,"Cambio de pastillas",45,1,"Cambio de pastillas",1,Frenos,Ford,Fiesta,2008,189879,62,1.0333,56.83,49.63,106.46
11059,2240,4,55.00,236,"Reparación de evaporador / condensador",240,36,"Reparación de evaporador / condensador",6,"Aire acondicionado / climatización",Ford,Fiesta,2008,189879,215,3.5833,197.08,145.53,342.61
11060,2241,4,55.00,253,"Limpieza o cambio de inyectores",90,53,"Limpieza o cambio de inyectores",10,"Sistema de combustible",Nissan,Micra,2011,46778,124,2.0667,113.67,130.42,244.09
11061,2241,4,55.00,258,"Sustitución de termostato",45,58,"Sustitución de termostato",11,"Sistema de refrigeración",Nissan,Micra,2011,46778,46,0.7667,42.17,42.29,84.46
11062,2242,4,55.00,266,Diagnóstico,60,66,Diagnóstico,12,"Mantenimiento general / Otros",Ford,Puma,2019,100277,86,1.4333,78.83,0,78.83
11063,2243,4,55.00,264,"Comprobación de niveles y líquidos",22,64,"Comprobación de niveles y líquidos",12,"Mantenimiento general / Otros",Volkswagen,Golf,2020,65707,23,0.3833,21.08,19.94,41.02
11064,2243,4,55.00,242,"Reparacion de abolladuras",210,42,"Reparación de abolladuras",8,"Carrocería / pintura",Volkswagen,Golf,2020,65707,317,5.2833,290.58,56.54,347.12
11065,2243,4,55.00,254,"Sustitución de filtro de combustible",35,11,"Sustitución de filtro de combustible",2,Motor,Volkswagen,Golf,2020,65707,31,0.5167,28.42,59.76,88.18
11066,2244,4,55.00,223,"Cambio de brazos / bieletas",90,23,"Cambio de brazos / bieletas",4,"Suspensión / Dirección",Nissan,Note,2021,224400,89,1.4833,81.58,74.7,156.28
11067,2245,4,55.00,263,"Cambio de limpiaparabrisas",15,63,"Cambio de limpiaparabrisas",12,"Mantenimiento general / Otros",Nissan,Note,2021,224400,13,0.2167,11.92,25.6,37.52
11068,2245,4,55.00,236,"Reparación de evaporador / condensador",240,36,"Reparación de evaporador / condensador",6,"Aire acondicionado / climatización",Nissan,Note,2021,224400,274,4.5667,251.17,152.59,403.76
11069,2246,4,55.00,233,"Recarga gas A/C",45,33,"Recarga gas A/C",6,"Aire acondicionado / climatización",Hyundai,i20,2021,180868,59,0.9833,54.08,45.97,100.05
11070,2246,4,55.00,240,"Sustitución de sondas lambda",45,40,"Sustitución de sondas lambda",7,Escape,Hyundai,i20,2021,180868,48,0.8,44,95.14,139.14
11071,2247,4,55.00,212,"Reparación de culata / juntas",600,12,"Reparación de culata / juntas",2,Motor,Volkswagen,Passat,2008,135646,577,9.6167,528.92,179.32,708.24
11072,2248,4,55.00,266,Diagnóstico,60,66,Diagnóstico,12,"Mantenimiento general / Otros",Peugeot,2008,2020,255570,75,1.25,68.75,0,68.75
11073,2249,4,55.00,242,"Reparacion de abolladuras",210,42,"Reparación de abolladuras",8,"Carrocería / pintura",Opel,Astra,2022,16701,145,2.4167,132.92,58.61,191.53
11074,2249,4,55.00,249,"Reparación de pinchazos",30,49,"Reparación de pinchazos",9,"Neumáticos / ruedas",Opel,Astra,2022,16701,35,0.5833,32.08,9.37,41.45
11075,2250,4,55.00,205,"Cambio de zapatas / tambores",75,5,"Cambio de zapatas / tambores",1,Frenos,Peugeot,3008,2009,135087,58,0.9667,53.17,52.26,105.43
11076,2251,4,55.00,244,"Pintura parcial / completa",480,44,"Pintura parcial / completa",8,"Carrocería / pintura",Opel,Crossland,2022,164552,548,9.1333,502.33,188.38,690.71
11077,2252,4,55.00,252,"Sustitución de bomba de combustible",135,52,"Sustitución de bomba de combustible",10,"Sistema de combustible",Renault,Megane,2017,129137,174,2.9,159.5,171.75,331.25
11078,2253,4,55.00,230,"Diagnóstico electrónico de averías",60,30,"Diagnóstico electrónico de averías",5,"Sistema eléctrico",Seat,Ibiza,2012,98876,45,0.75,41.25,0,41.25
11079,2253,4,55.00,245,"Pulido y retoque de pintura",120,45,"Pulido y retoque de pintura",8,"Carrocería / pintura",Seat,Ibiza,2012,98876,186,3.1,170.5,29.79,200.29
11080,2254,4,55.00,259,"Cambio de líquido refrigerante",35,59,"Cambio de líquido refrigerante",11,"Sistema de refrigeración",Peugeot,2008,2016,18407,30,0.5,27.5,23.8,51.3
11081,2255,4,55.00,266,Diagnóstico,60,66,Diagnóstico,12,"Mantenimiento general / Otros",Nissan,Note,2021,224400,63,1.05,57.75,0,57.75
11082,2255,4,55.00,242,"Reparacion de abolladuras",210,42,"Reparación de abolladuras",8,"Carrocería / pintura",Nissan,Note,2021,224400,202,3.3667,185.17,61.11,246.28
11083,2255,4,55.00,223,"Cambio de brazos / bieletas",90,23,"Cambio de brazos / bieletas",4,"Suspensión / Dirección",Nissan,Note,2021,224400,124,2.0667,113.67,81.52,195.19
11084,2256,4,55.00,260,"Reparación manguitos y abrazaderas",90,60,"Reparación manguitos y abrazaderas",11,"Sistema de refrigeración",Opel,Astra,2022,16701,100,1.6667,91.67,90.7,182.37
11085,2256,4,55.00,204,"Reparación de pinzas",75,4,"Reparación de pinzas",1,Frenos,Opel,Astra,2022,16701,74,1.2333,67.83,163.71,231.54
11086,2257,4,55.00,237,"Comprobación de fugas y presión",45,37,"Comprobación de fugas y presión",6,"Aire acondicionado / climatización",Peugeot,2008,2021,114829,50,0.8333,45.83,0,45.83
11087,2257,4,55.00,250,"Cambio de llantas",45,50,"Cambio de llantas",9,"Neumáticos / ruedas",Peugeot,2008,2021,114829,32,0.5333,29.33,657.32,686.65
